CODMUN,longitude,latitude
15442,-74.00463214,5.549652291
15480,-74.10296862,5.531964684
15507,-74.18133975,5.65794181
15531,-73.97863894,5.656522049
15580,-74.18126551,5.522934658
15632,-73.76464867,5.69817214
15676,-73.72204803,5.517712577
15681,-74.0666505,5.6590036
15832,-73.93309172,5.730394009
15090,-73.12691551,5.227129353
15104,-73.36207915,5.454534701
15172,-73.36868282,5.167394685
15189,-73.29602291,5.409406739
15455,-73.14491413,5.195922888
15494,-73.45712029,5.355047311
15599,-73.33551788,5.401157966
15621,-73.20864648,5.357015111
15646,-73.48602365,5.492608452
15660,-73.07738338,5.224253487
15740,-73.24523944,5.510999853
15764,-73.33286729,5.50106551
15804,-73.39679786,5.316164142
15835,-73.4913043,5.323436429
15842,-73.45693733,5.217610591
15861,-73.52068664,5.369230497
15879,-73.29671645,5.43668792
15897,-73.17208126,5.284324706
15022,-73.37874014,4.970507053
15135,-73.10357029,5.030605245
15236,-73.36862893,4.888187404
15299,-73.36482131,5.082274903
15322,-73.47199365,5.007075429
15325,-73.4901748,4.966796959
15380,-73.44506564,5.095536483
15425,-73.31957575,4.97219326
15511,-73.39737718,5.140019986
15514,-73.05205171,5.100635999
15667,-73.16888461,4.818710958
15690,-73.26327131,4.857606035
15761,-73.43335065,4.985836396
15778,-73.45210219,5.023219821
15798,-73.42168824,5.076913224
15001,-73.34575318,5.559139078
25317,-73.68695193,5.383571834
25322,-73.87741495,4.867283126
25326,-73.83295886,4.934985422
25372,-73.66288377,4.790632429
25377,-73.96811169,4.721701557
25407,-73.71150163,5.306007646
25426,-73.60834435,5.080241899
25430,-74.26517055,4.732704064
25436,-73.54052636,5.009176179
25745,-73.85015892,5.504762348
25758,-73.94205332,4.914171363
25769,-74.17254135,4.929070047
25772,-73.79841923,5.103416695
25777,-74.23586383,5.061763315
25779,-73.81402122,5.454968667
25785,-74.09698633,4.91772426
25793,-73.88592881,5.196339787
25799,-74.14346458,4.871716856
25807,-73.5047096,5.052423675
25288,-73.79586652,5.40398634
25293,-73.52052723,4.69298604
25295,-73.87297695,4.991029546
25297,-73.63631295,4.816441558
25299,-73.61079713,4.762586822
25486,-73.87894971,5.067571658
25513,-74.15525786,5.13596654
25518,-74.15283365,5.370770437
25653,-74.02327424,5.333231567
25736,-73.79679364,5.045174568
25817,-73.91175282,4.96439641
25839,-73.53231882,4.748181284
25843,-73.81451032,5.307456006
25871,-74.19519332,5.273133415
25873,-73.59686939,5.214792375
25260,-74.26297998,4.850799909
25473,-74.21637904,4.707668162
25286,-74.2074366,4.713789974
15238,-73.02466986,5.812641562
15367,-73.36432039,5.385015974
85125,-71.76465442,6.156372523
85136,-72.33400493,6.127803743
85139,-72.28077915,4.817409652
85225,-72.19542083,5.637105727
85230,-71.33846604,4.790188347
85250,-71.89176141,5.881380243
85263,-71.99246912,5.726814379
85315,-72.24945428,6.097128776
85325,-71.73109786,5.422211244
85400,-72.16296774,5.830030709
85430,-71.66281054,5.411006583
81591,-71.09989964,6.281080721
81794,-71.74168096,6.457289009
81300,-71.77201448,6.793997366
99624,-70.86294305,5.135710777
99524,-70.4130261,5.491224958
54001,-72.53453822,7.90277019
68575,-73.89925224,7.345289703
68780,-72.9845202,7.366586359
68655,-73.49930671,7.394304708
68255,-73.20316752,7.47068626
13030,-74.16523918,8.792437364
13042,-73.94182144,8.457820715
13074,-74.10623492,8.945985666
13160,-73.91907057,7.377453388
13268,-73.94980671,8.989082359
13300,-74.07745172,8.956636062
68276,-73.11175383,7.064556147
68001,-73.12489706,7.083538906
5893,-73.91041788,7.002793661
54003,-73.22146438,8.081216563
54051,-72.79879896,7.642865323
54099,-72.64706068,7.612684073
54109,-72.86696235,8.039453108
54125,-72.64221389,7.268558519
54128,-73.04853769,7.74186687
54172,-72.60210761,7.602040277
54174,-72.66483836,7.138536619
54206,-73.33724034,8.470012435
54223,-72.77242215,7.539455665
54239,-72.65727279,7.714642027
54245,-73.44682241,8.510776779
54250,-73.09964158,8.571725051
54261,-72.60407506,7.937976928
54313,-72.79734266,7.887572392
54344,-73.14595104,8.321644777
54347,-72.48333323,7.506276467
54377,-72.49609677,7.298394126
54385,-73.32804872,7.639195433
54398,-73.2377798,8.213755172
54405,-72.50815281,7.833506392
54418,-72.83210514,7.944840879
54480,-72.7468209,7.300118899
54498,-73.35109661,8.234808085
54518,-72.6481591,7.372992988
54520,-72.63847437,7.435856138
54553,-72.40926397,8.361237328
54599,-72.47605295,7.577466107
54660,-72.80881109,7.772714933
54670,-73.20870641,8.401294863
54673,-72.62499872,7.877249715
54680,-72.71649018,7.865433862
54720,-72.80047158,8.082928297
54743,-72.75702615,7.204225025
54800,-73.2870296,8.437250722
54810,-72.73595582,8.639737839
54820,-72.48205987,7.307810313
54871,-72.97296414,7.914378966
54874,-72.473789,7.802661363
47318,-74.22482894,9.144733122
47245,-73.97737406,9.009791962
68547,-73.05149968,6.982801039
68705,-72.90684208,6.990509099
68307,-73.16583793,7.059238888
68081,-73.83140667,7.050971655
68406,-73.2206089,7.114721116
68820,-72.96668871,7.201641521
68615,-73.15047426,7.264616417
68169,-72.96855048,7.280905031
68867,-72.87076774,7.309495901
68444,-73.01609713,7.322827382
68132,-72.94575262,7.348066258
20011,-73.61258706,8.308708357
20295,-73.74087973,8.322858404
20310,-73.38045719,8.390118265
20383,-73.8011083,8.617905881
20517,-73.62510553,8.958184234
20550,-73.6659067,8.687792863
20614,-73.38671743,8.292151431
20710,-73.39447685,7.760120764
20770,-73.51275068,8.0034528
20787,-73.81190281,8.86241462
13473,-73.8679788,8.275795033
13580,-73.82320378,8.665519218
13667,-74.03782404,8.937008772
13670,-73.92461083,7.477479889
13688,-74.05065338,7.963489037
13744,-73.9458727,7.956404768
13810,-74.26479089,8.556435638
13600,-73.84022239,8.588212899
81065,-71.426908,7.028814742
81001,-70.75280516,7.079190303
81736,-71.87461731,6.953332638
15223,-72.10833773,7.001704103
81220,-70.20370178,6.303416457
99001,-67.48859983,6.184197448
20001,-73.27509756,10.47818678
47288,-74.1917241,10.51692241
47268,-74.26870993,10.6111164
47570,-74.28191567,10.99497201
47660,-74.21394998,10.03249513
47980,-74.14038223,10.76365882
47001,-74.20020963,11.20520068
20013,-73.23769205,10.04044276
20032,-73.97477364,9.496407322
20045,-73.27885229,9.702827051
20060,-73.88801088,9.974338005
20175,-73.81299107,9.257828927
20178,-73.60089557,9.361358033
20238,-73.96135039,10.14910229
20250,-73.74644573,9.661834185
20400,-73.33559899,9.562900867
20443,-73.02879172,10.39069391
20570,-73.58569558,10.41765973
20621,-73.17265024,10.3864186
20750,-73.1805616,10.33381239
44035,-72.58869173,11.16272706
44078,-72.79613062,10.95455299
44090,-73.30714685,11.27240466
44098,-72.88634043,10.89657397
44110,-72.92173543,10.65270899
44279,-72.85044737,10.88661103
44378,-72.76139147,11.06736572
44420,-73.07154945,10.51069955
44430,-72.24051696,11.37859375
44560,-72.44107985,11.77013374
44650,-73.00164795,10.77068837
44847,-72.26516155,11.71503378
44855,-73.01332985,10.55995359
44874,-72.97867764,10.60906036
44001,-72.92011074,11.54180708
47030,-74.06033527,10.18761326
47053,-74.18629114,10.59080787
47058,-74.23620938,9.847345868
47189,-74.24150882,11.01172985
25245,-74.44275113,4.578264264
76497,-75.97315432,4.574973995
5842,-76.1730539,6.897634811
5031,-75.07360631,6.906976799
25258,-74.29039381,5.248752351
25658,-74.28972518,4.972434545
13650,-74.3292798,9.216381775
13440,-74.28845871,9.162068057
68092,-73.28394122,6.899292566
20228,-73.54174573,9.201135352
11001,-74.02967768,4.688055983
13490,-74.03757764,8.527730305
