COD_CIUDAD_MUNI,NombreMun,NombreDep,MunDep,longitude,latitude
86573,Leguízamo,Putumayo,Leguízamo Putumayo,-74.78343162,-0.185711824
19355,Inzá,Cauca,Inzá Cauca,-76.06517264,2.548670821
19364,Jambaló,Cauca,Jambaló Cauca,-76.32439528,2.777646648
19392,La Sierra,Cauca,La Sierra Cauca,-76.76270699,2.179091553
19397,La Vega,Cauca,La Vega Cauca,-76.77980449,2.002863448
19418,López,Cauca,López Cauca,-77.24819144,2.845804004
19450,Mercaderes,Cauca,Mercaderes Cauca,-77.16442919,1.795675611
19455,Miranda,Cauca,Miranda Cauca,-76.22960531,3.251825509
19473,Morales,Cauca,Morales Cauca,-76.62787981,2.753988891
52051,Arboleda,Nariño,Arboleda Nariño,-77.13579797,1.503151191
52079,Barbacoas,Nariño,Barbacoas Nariño,-78.13651282,1.674062065
19001,Popayán,Cauca,Popayán Cauca,-76.63011557,2.451132597
52001,Pasto,Nariño,Pasto Nariño,-77.29084473,1.200480473
41244,Elías,Huila,Elías Huila,-75.93806019,2.013330351
41298,Garzón,Huila,Garzón Huila,-75.6277871,2.19528295
41306,Gigante,Huila,Gigante Huila,-75.54653958,2.385501894
41319,Guadalupe,Huila,Guadalupe Huila,-75.75746459,2.024682679
41349,Hobo,Huila,Hobo Huila,-75.4501938,2.582313736
41357,Iquira,Huila,Iquira Huila,-75.63498554,2.649923685
41359,Isnos,Huila,Isnos Huila,-76.21569601,1.930160834
41378,La Argentina,Huila,La Argentina Huila,-75.97914652,2.198305277
41396,La Plata,Huila,La Plata Huila,-75.89105899,2.389257725
41016,Aipe,Huila,Aipe Huila,-75.23997824,3.2223203
41020,Algeciras,Huila,Algeciras Huila,-75.31564385,2.522472671
41026,Altamira,Huila,Altamira Huila,-75.78858799,2.063309953
41078,Baraya,Huila,Baraya Huila,-75.05440113,3.152561939
41132,Campoalegre,Huila,Campoalegre Huila,-75.32592035,2.684437323
41206,Colombia,Huila,Colombia Huila,-74.80266878,3.376654513
27250,El Litoral del San Juan,Chocó,El Litoral del San Juan Chocó,-77.36494139,4.258122901
76892,Yumbo,Valle del Cauca,Yumbo Valle del Cauca,-76.49840059,3.533582153
76109,Buenaventura,Valle del Cauca,Buenaventura Valle del Cauca,-77.01861312,3.870396219
52565,Providencia,Nariño,Providencia Nariño,-77.59742887,1.239096565
52573,Puerres,Nariño,Puerres Nariño,-77.50426634,0.885122221
52356,Ipiales,Nariño,Ipiales Nariño,-77.65424188,0.825744099
52585,Pupiales,Nariño,Pupiales Nariño,-77.63678465,0.870632474
52612,Ricaurte,Nariño,Ricaurte Nariño,-77.9960713,1.213145848
52621,Roberto Payán,Nariño,Roberto Payán Nariño,-78.24461962,1.696966208
52683,Sandoná,Nariño,Sandoná Nariño,-77.47164252,1.283976736
52685,San Bernardo,Nariño,San Bernardo Nariño,-77.04704377,1.514390167
52687,San Lorenzo,Nariño,San Lorenzo Nariño,-77.21535351,1.503118556
52693,San Pablo,Nariño,San Pablo Nariño,-77.01267985,1.669115452
52694,San Pedro de Cartago,Nariño,San Pedro de Cartago Nariño,-77.12003399,1.552453657
18001,Florencia,Caquetá,Florencia Caquetá,-75.59669379,1.612054318
18029,Albania,Caquetá,Albania Caquetá,-75.87861962,1.328973066
18094,Belén de Los Andaquies,Caquetá,Belén de Los Andaquies Caquetá,-75.87146839,1.420201475
18150,Cartagena del Chairá,Caquetá,Cartagena del Chairá Caquetá,-74.8445975,1.334266125
18205,Curillo,Caquetá,Curillo Caquetá,-75.92032693,1.033598126
18247,El Doncello,Caquetá,El Doncello Caquetá,-75.28280395,1.678987804
18256,El Paujil,Caquetá,El Paujil Caquetá,-75.32606788,1.570816881
18410,La Montañita,Caquetá,La Montañita Caquetá,-75.43611568,1.488259599
18460,Milán,Caquetá,Milán Caquetá,-75.50750208,1.29057686
18479,Morelia,Caquetá,Morelia Caquetá,-75.72443582,1.486763717
18592,Puerto Rico,Caquetá,Puerto Rico Caquetá,-75.15782024,1.910100985
18610,San José del Fragua,Caquetá,San José del Fragua Caquetá,-75.97362808,1.331666655
18753,San Vicente del Caguán,Caquetá,San Vicente del Caguán Caquetá,-74.77192286,2.113327292
18756,Solano,Caquetá,Solano Caquetá,-75.25332898,0.699095449
18785,Solita,Caquetá,Solita Caquetá,-75.62010903,0.872337295
18860,Valparaíso,Caquetá,Valparaíso Caquetá,-75.70598461,1.196088042
25053,Arbeláez,Cundinamarca,Arbeláez Cundinamarca,-74.4147367,4.272628349
25120,Cabrera,Cundinamarca,Cabrera Cundinamarca,-74.48429254,3.984827776
52678,Samaniego,Nariño,Samaniego Nariño,-77.59208102,1.333881628
52838,Túquerres,Nariño,Túquerres Nariño,-77.61781114,1.086611154
52885,Yacuanquer,Nariño,Yacuanquer Nariño,-77.40177315,1.115845494
63111,Buenavista,Quindio,Buenavista Quindio,-75.74033922,4.358601723
63130,Calarca,Quindio,Calarca Quindio,-75.64481697,4.52297443
50370,Uribe,Meta,Uribe Meta,-74.35199454,3.239736574
76001,Cali,Valle del Cauca,Cali Valle del Cauca,-76.5352769,3.410248055
76364,Jamundí,Valle del Cauca,Jamundí Valle del Cauca,-76.53946097,3.260308756
76233,Dagua,Valle del Cauca,Dagua Valle del Cauca,-76.68919199,3.657373773
76377,La Cumbre,Valle del Cauca,La Cumbre Valle del Cauca,-76.56811753,3.647104597
76606,Restrepo,Valle del Cauca,Restrepo Valle del Cauca,-76.52078772,3.825358642
76869,Vijes,Valle del Cauca,Vijes Valle del Cauca,-76.44193039,3.698848748
76126,Calima,Valle del Cauca,Calima Valle del Cauca,-76.48587448,3.933888509
25307,Girardot,Cundinamarca,Girardot Cundinamarca,-74.78500447,4.315227222
25612,Ricaurte,Cundinamarca,Ricaurte Cundinamarca,-74.77301626,4.282353046
76616,Riofrío,Valle del Cauca,Riofrío Valle del Cauca,-76.2883563,4.157119017
76890,Yotoco,Valle del Cauca,Yotoco Valle del Cauca,-76.38308517,3.860632017
76100,Bolívar,Valle del Cauca,Bolívar Valle del Cauca,-76.18487178,4.338629455
76828,Trujillo,Valle del Cauca,Trujillo Valle del Cauca,-76.31873669,4.212168239
76250,El Dovio,Valle del Cauca,El Dovio Valle del Cauca,-76.23726872,4.509827977
76400,La Unión,Valle del Cauca,La Unión Valle del Cauca,-76.10263445,4.534958935
76622,Roldanillo,Valle del Cauca,Roldanillo Valle del Cauca,-76.15196101,4.413435044
76863,Versalles,Valle del Cauca,Versalles Valle del Cauca,-76.1995018,4.57574888
76122,Caicedonia,Valle del Cauca,Caicedonia Valle del Cauca,-75.83080418,4.335001502
76403,La Victoria,Valle del Cauca,La Victoria Valle del Cauca,-76.0363512,4.524442904
76736,Sevilla,Valle del Cauca,Sevilla Valle del Cauca,-75.93135151,4.270592054
76895,Zarzal,Valle del Cauca,Zarzal Valle del Cauca,-76.0714431,4.390562423
76111,Buga,Valle del Cauca,Buga Valle del Cauca,-76.29283936,3.918217865
76834,Tuluá,Valle del Cauca,Tuluá Valle del Cauca,-76.20470226,4.098555326
76036,Andalucía,Valle del Cauca,Andalucía Valle del Cauca,-76.16632724,4.174835975
76113,Bugalagrande,Valle del Cauca,Bugalagrande Valle del Cauca,-76.15720256,4.208586752
76670,San Pedro,Valle del Cauca,San Pedro Valle del Cauca,-76.22918036,3.994555405
76520,Palmira,Valle del Cauca,Palmira Valle del Cauca,-76.30737278,3.544449802
76130,Candelaria,Valle del Cauca,Candelaria Valle del Cauca,-76.34767725,3.409275183
76248,El Cerrito,Valle del Cauca,El Cerrito Valle del Cauca,-76.31202989,3.684870937
76275,Florida,Valle del Cauca,Florida Valle del Cauca,-76.23392174,3.323801402
76306,Ginebra,Valle del Cauca,Ginebra Valle del Cauca,-76.26827541,3.724545373
76318,Guacarí,Valle del Cauca,Guacarí Valle del Cauca,-76.33346312,3.761920726
76563,Pradera,Valle del Cauca,Pradera Valle del Cauca,-76.24097972,3.419344829
25743,Silvania,Cundinamarca,Silvania Cundinamarca,-74.40580436,4.381539827
25290,Fusagasugá,Cundinamarca,Fusagasugá Cundinamarca,-74.36835292,4.345324475
25324,Guataquí,Cundinamarca,Guataquí Cundinamarca,-74.7903047,4.518134262
25368,Jerusalén,Cundinamarca,Jerusalén Cundinamarca,-74.69465848,4.562431622
25805,Tibacuy,Cundinamarca,Tibacuy Cundinamarca,-74.45273877,4.347745729
25815,Tocaima,Cundinamarca,Tocaima Cundinamarca,-74.63678597,4.460407202
25001,Agua de Dios,Cundinamarca,Agua de Dios Cundinamarca,-74.66953596,4.375848922
25035,Anapoima,Cundinamarca,Anapoima Cundinamarca,-74.53068069,4.56299689
25312,Granada,Cundinamarca,Granada Cundinamarca,-74.35076067,4.519640826
25483,Nariño,Cundinamarca,Nariño Cundinamarca,-74.82673728,4.39919216
25488,Nilo,Cundinamarca,Nilo Cundinamarca,-74.62024144,4.306763261
25506,Venecia,Cundinamarca,Venecia Cundinamarca,-74.47772876,4.089165708
25524,Pandi,Cundinamarca,Pandi Cundinamarca,-74.48687773,4.190772977
25535,Pasca,Cundinamarca,Pasca Cundinamarca,-74.30237947,4.308742481
25599,Apulo,Cundinamarca,Apulo Cundinamarca,-74.59380326,4.52047868
25649,San Bernardo,Cundinamarca,San Bernardo Cundinamarca,-74.4229958,4.179441736
25878,Viotá,Cundinamarca,Viotá Cundinamarca,-74.52290962,4.440485088
41001,Neiva,Huila,Neiva Huila,-75.29114114,2.932994187
73001,Ibagué,Tolima,Ibagué Tolima,-75.15149663,4.406443956
63001,Armenia,Quindio,Armenia Quindio,-75.65913146,4.54991247
52835,Tumaco,Nariño,Tumaco Nariño,-78.74146779,1.817633024
19100,Bolívar,Cauca,Bolívar Cauca,-76.96670604,1.837518012
19110,Buenos Aires,Cauca,Buenos Aires Cauca,-76.64276806,3.015133628
19130,Cajibío,Cauca,Cajibío Cauca,-76.57032221,2.622972985
19137,Caldono,Cauca,Caldono Cauca,-76.48461594,2.7974303
19142,Caloto,Cauca,Caloto Cauca,-76.40840933,3.033082524
19212,Corinto,Cauca,Corinto Cauca,-76.26003522,3.173978763
19256,El Tambo,Cauca,El Tambo Cauca,-76.81075057,2.45218376
19290,Florencia,Cauca,Florencia Cauca,-77.07270467,1.682993783
19318,Guapi,Cauca,Guapi Cauca,-77.8856127,2.570660343
19513,Padilla,Cauca,Padilla Cauca,-76.31342291,3.22352047
19517,Paez,Cauca,Paez Cauca,-75.97240907,2.645087449
19532,Patía,Cauca,Patía Cauca,-76.98231195,2.11717631
19533,Piamonte,Cauca,Piamonte Cauca,-76.27766059,1.106315221
19548,Piendamó,Cauca,Piendamó Cauca,-76.52857224,2.638417192
19573,Puerto Tejada,Cauca,Puerto Tejada Cauca,-76.41556658,3.227262108
19585,Puracé,Cauca,Puracé Cauca,-76.49686076,2.342537808
19622,Rosas,Cauca,Rosas Cauca,-76.74020827,2.262415063
19693,San Sebastián,Cauca,San Sebastián Cauca,-76.76978278,1.838630236
19698,Santander de Quilichao,Cauca,Santander de Quilichao Cauca,-76.48461147,3.011069572
19701,Santa Rosa,Cauca,Santa Rosa Cauca,-76.57377772,1.702974184
19743,Silvia,Cauca,Silvia Cauca,-76.37843993,2.611507642
19760,Sotara,Cauca,Sotara Cauca,-76.61395595,2.255215562
19780,Suárez,Cauca,Suárez Cauca,-76.69500094,2.954433455
19785,Sucre,Cauca,Sucre Cauca,-76.92525095,2.038351287
19807,Timbío,Cauca,Timbío Cauca,-76.68317865,2.350475698
19809,Timbiquí,Cauca,Timbiquí Cauca,-77.66819915,2.777236301
19821,Toribio,Cauca,Toribio Cauca,-76.2700407,2.954566538
19824,Totoró,Cauca,Totoró Cauca,-76.40279156,2.509499776
19845,Villa Rica,Cauca,Villa Rica Cauca,-76.45884622,3.173423902
41791,Tarqui,Huila,Tarqui Huila,-75.82435105,2.111387167
41797,Tesalia,Huila,Tesalia Huila,-75.72738961,2.485836919
41799,Tello,Huila,Tello Huila,-75.13899165,3.067573035
41801,Teruel,Huila,Teruel Huila,-75.56767098,2.741175567
41807,Timaná,Huila,Timaná Huila,-75.93229976,1.974228287
41872,Villavieja,Huila,Villavieja Huila,-75.21808147,3.219217123
41885,Yaguará,Huila,Yaguará Huila,-75.51824051,2.664716428
41006,Acevedo,Huila,Acevedo Huila,-75.88839357,1.805464831
41013,Agrado,Huila,Agrado Huila,-75.77165343,2.258758434
41548,Pital,Huila,Pital Huila,-75.804675,2.266877926
41551,Pitalito,Huila,Pitalito Huila,-76.04921834,1.853010381
41615,Rivera,Huila,Rivera Huila,-75.25843841,2.777899318
41660,Saladoblanco,Huila,Saladoblanco Huila,-76.04526802,1.993127133
52019,Albán,Nariño,Albán Nariño,-77.08121438,1.473900561
52022,Aldana,Nariño,Aldana Nariño,-77.70033514,0.882218625
52036,Ancuyá,Nariño,Ancuyá Nariño,-77.51456679,1.262419775
41483,Nátaga,Huila,Nátaga Huila,-75.8089956,2.545725329
41503,Oporapa,Huila,Oporapa Huila,-75.99519911,2.025490916
41518,Paicol,Huila,Paicol Huila,-75.77381966,2.449957173
41524,Palermo,Huila,Palermo Huila,-75.43416257,2.886813591
41530,Palestina,Huila,Palestina Huila,-76.13297473,1.723443516
41668,San Agustín,Huila,San Agustín Huila,-76.27007067,1.879911641
41676,Santa María,Huila,Santa María Huila,-75.58661009,2.9389875
41770,Suaza,Huila,Suaza Huila,-75.79461293,1.976866037
52110,Buesaco,Nariño,Buesaco Nariño,-77.15641849,1.38472601
52203,Colón,Nariño,Colón Nariño,-77.01970668,1.643958171
52207,Consaca,Nariño,Consaca Nariño,-77.465976,1.20721755
52210,Contadero,Nariño,Contadero Nariño,-77.54989127,0.910935671
52215,Córdoba,Nariño,Córdoba Nariño,-77.51793579,0.853486374
52224,Cuaspud,Nariño,Cuaspud Nariño,-77.72965272,0.863020184
52227,Cumbal,Nariño,Cumbal Nariño,-77.79201999,0.906233661
52233,Cumbitara,Nariño,Cumbitara Nariño,-77.57837924,1.647639493
52240,Chachagüí,Nariño,Chachagüí Nariño,-77.28521697,1.375742304
52250,El Charco,Nariño,El Charco Nariño,-78.11078128,2.478002829
52254,El Peñol,Nariño,El Peñol Nariño,-77.4397887,1.45360072
52256,El Rosario,Nariño,El Rosario Nariño,-77.33508874,1.743167441
52258,El Tablón de Gómez,Nariño,El Tablón de Gómez Nariño,-77.09730164,1.427253877
52260,El Tambo,Nariño,El Tambo Nariño,-77.39070472,1.407949861
52287,Funes,Nariño,Funes Nariño,-77.44933409,1.001090744
52317,Guachucal,Nariño,Guachucal Nariño,-77.7316254,0.960341972
